college_id,college_name,college_state,college_city,college_type,stream_offered,last_year_cutoff,affiliation,facilities,scholarships_available,admission_status,contact_email,contact_phone,website
COLL0131,Gujarat Institute of Humanities Education & Research,Gujarat,City_4,Government,Humanities,75.8,Autonomous,"Labs, Sports",SC/ST,Open,info@coll0131.edu.in,+91-5693811312,www.coll0131.ac.in
COLL0132,Madhya Institute of Science Education & Research,Madhya Pradesh,City_50,Government Aided,Science (PCB),89.3,UGC,"Cultural Center, Sports",,Upcoming,info@coll0132.edu.in,+91-3632435985,www.coll0132.ac.in
COLL0133,Maharashtra Institute for Advanced Vocational Studies,Maharashtra,City_17,Government,Vocational,57.8,State Board,"Cultural Center, Sports",Need-based,Open,info@coll0133.edu.in,+91-4036503582,www.coll0133.ac.in
COLL0134,Karnataka Institute of Science Education & Research,Karnataka,City_49,Government,Science (PCB),85.8,AICTE,"Labs, Sports",Minority,Open,info@coll0134.edu.in,+91-5833242988,www.coll0134.ac.in
COLL0135,Odisha Institute of Science Education & Research,Odisha,City_32,Government,Science (PCB),63.6,Autonomous,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0135.edu.in,+91-8294101654,www.coll0135.ac.in
COLL0136,Maharashtra Institute of Humanities Studies,Maharashtra,City_40,Government Aided,Humanities,57.3,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0136.edu.in,+91-9538500763,www.coll0136.ac.in
COLL0137,Madhya Institute for Advanced Humanities Studies,Madhya Pradesh,City_28,Government Aided,Humanities,74.7,Autonomous,"Cultural Center, Sports",Need-based,Upcoming,info@coll0137.edu.in,+91-1668324136,www.coll0137.ac.in
COLL0138,Punjab Institute of Science Education & Research,Punjab,City_23,Government,Science (PCB),91.7,State Board,"Digital Classrooms, Labs",,Open,info@coll0138.edu.in,+91-4077919571,www.coll0138.ac.in
COLL0139,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_14,Government,Humanities,92.9,AICTE,"Hostel, Library, Labs",,Closed,info@coll0139.edu.in,+91-8327875889,www.coll0139.ac.in
COLL0140,Jharkhand Institute of Vocational Studies,Jharkhand,City_19,Government,Vocational,70.7,AICTE,"Cultural Center, Sports",SC/ST,Open,info@coll0140.edu.in,+91-7453781107,www.coll0140.ac.in
COLL0141,Jharkhand Institute for Advanced Vocational Studies,Jharkhand,City_30,Government,Vocational,54.9,Autonomous,"Cultural Center, Sports",Need-based,Open,info@coll0141.edu.in,+91-2324836123,www.coll0141.ac.in
COLL0142,Madhya Institute of Commerce Studies,Madhya Pradesh,City_14,Government Aided,Commerce,73.0,AICTE,"Digital Classrooms, Labs",Need-based,Closed,info@coll0142.edu.in,+91-8455333415,www.coll0142.ac.in
COLL0143,Bihar Institute of Vocational Education & Research,Bihar,City_24,Government Aided,Vocational,77.7,State Board,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0143.edu.in,+91-5575529853,www.coll0143.ac.in
COLL0144,Uttar Institute of Commerce Education & Research,Uttar Pradesh,City_17,Government Aided,Commerce,66.3,NAAC Accredited,"Labs, Sports",,Upcoming,info@coll0144.edu.in,+91-3535207235,www.coll0144.ac.in
COLL0145,Bihar Institute of Science Education & Research,Bihar,City_18,Government Aided,Science (PCB),69.1,AICTE,"Labs, Sports",Need-based,Upcoming,info@coll0145.edu.in,+91-2443930339,www.coll0145.ac.in
COLL0146,Punjab Institute of Humanities Studies,Punjab,City_13,Government,Humanities,71.3,Autonomous,"Hostel, Library, Labs",Need-based,Open,info@coll0146.edu.in,+91-4407346330,www.coll0146.ac.in
COLL0147,Bihar Institute of Science Education & Research,Bihar,City_16,Government,Science (PCM),79.9,NAAC Accredited,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0147.edu.in,+91-9934268917,www.coll0147.ac.in
COLL0148,Delhi Institute of Vocational Education & Research,Delhi,City_7,Government,Vocational,56.7,NAAC Accredited,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0148.edu.in,+91-5737503882,www.coll0148.ac.in
COLL0149,Madhya Institute of Science Education & Research,Madhya Pradesh,City_29,Government,Science (PCB),73.7,State Board,"Library, WiFi, Hostel",Minority,Closed,info@coll0149.edu.in,+91-8135623829,www.coll0149.ac.in
COLL0150,Maharashtra Institute of Science Education & Research,Maharashtra,City_43,Government,Science (PCB),65.8,Autonomous,"Digital Classrooms, Labs",Need-based,Open,info@coll0150.edu.in,+91-1959859980,www.coll0150.ac.in
COLL0151,Andhra Institute for Advanced Commerce Studies,Andhra Pradesh,City_24,Government Aided,Commerce,67.5,AICTE,"Digital Classrooms, Labs",Merit-based,Open,info@coll0151.edu.in,+91-8078558993,www.coll0151.ac.in
COLL0152,Tamil Institute of Commerce Studies,Tamil Nadu,City_16,Government,Commerce,74.1,AICTE,"Labs, Sports",Minority,Upcoming,info@coll0152.edu.in,+91-9225938940,www.coll0152.ac.in
COLL0153,Bihar Institute of Science Education & Research,Bihar,City_17,Government,Science (PCB),60.0,State Board,"Hostel, Library, Labs",,Open,info@coll0153.edu.in,+91-3312242292,www.coll0153.ac.in
COLL0154,Chhattisgarh Institute of Humanities Studies,Chhattisgarh,City_24,Government,Humanities,68.9,Autonomous,"Cultural Center, Sports",Merit-based,Closed,info@coll0154.edu.in,+91-7674817551,www.coll0154.ac.in
COLL0155,Telangana Institute of Commerce Education & Research,Telangana,City_48,Central University,Commerce,66.0,Autonomous,"Labs, Sports",Minority,Open,info@coll0155.edu.in,+91-6010667118,www.coll0155.ac.in
COLL0156,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_22,Government,Science (PCM),62.2,AICTE,"Labs, Sports",Merit-based,Open,info@coll0156.edu.in,+91-8187521934,www.coll0156.ac.in
COLL0157,Kerala Institute of Humanities Education & Research,Kerala,City_8,Government,Humanities,62.8,UGC,"Labs, Sports",Merit-based,Closed,info@coll0157.edu.in,+91-3900619694,www.coll0157.ac.in
COLL0158,Kerala Institute for Advanced Commerce Studies,Kerala,City_29,Government,Commerce,82.3,NAAC Accredited,"Labs, Sports",,Upcoming,info@coll0158.edu.in,+91-6766133326,www.coll0158.ac.in
COLL0159,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_20,Government,Commerce,48.6,UGC,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0159.edu.in,+91-5382988500,www.coll0159.ac.in
COLL0160,Andhra Institute of Science Education & Research,Andhra Pradesh,City_46,Government,Science (PCM),59.1,NAAC Accredited,"Labs, Sports",Need-based,Closed,info@coll0160.edu.in,+91-9317604990,www.coll0160.ac.in
COLL0161,Punjab Institute for Advanced Humanities Studies,Punjab,City_22,Government,Humanities,80.6,AICTE,"Digital Classrooms, Labs",,Upcoming,info@coll0161.edu.in,+91-1656269916,www.coll0161.ac.in
COLL0162,Madhya Institute for Advanced Commerce Studies,Madhya Pradesh,City_49,Government,Commerce,79.4,State Board,"Library, WiFi, Hostel",,Open,info@coll0162.edu.in,+91-5319391397,www.coll0162.ac.in
COLL0163,West Institute for Advanced Humanities Studies,West Bengal,City_46,Government,Humanities,76.1,State Board,"Labs, Sports",Merit-based,Open,info@coll0163.edu.in,+91-6117257412,www.coll0163.ac.in
COLL0164,Madhya Institute of Commerce Education & Research,Madhya Pradesh,City_27,Government,Commerce,89.4,AICTE,"Cultural Center, Sports",,Closed,info@coll0164.edu.in,+91-5703476665,www.coll0164.ac.in
COLL0165,West Institute of Humanities Education & Research,West Bengal,City_12,Government Aided,Humanities,68.2,AICTE,"Cultural Center, Sports",,Closed,info@coll0165.edu.in,+91-7343682532,www.coll0165.ac.in
COLL0166,Delhi Institute of Science Education & Research,Delhi,City_46,Government,Science (PCB),61.8,AICTE,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0166.edu.in,+91-2551188288,www.coll0166.ac.in
COLL0167,Gujarat Institute of Science Education & Research,Gujarat,City_16,Central University,Science (PCM),64.9,Autonomous,"Hostel, Library, Labs",Minority,Open,info@coll0167.edu.in,+91-6927540861,www.coll0167.ac.in
COLL0168,Kerala Institute of Science Studies,Kerala,City_6,Government Aided,Science (PCM),71.9,NAAC Accredited,"Library, WiFi, Hostel",Need-based,Open,info@coll0168.edu.in,+91-3868277670,www.coll0168.ac.in
COLL0169,Uttar Institute of Science Education & Research,Uttar Pradesh,City_14,Government,Science (PCM),73.2,Autonomous,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0169.edu.in,+91-9373890722,www.coll0169.ac.in
COLL0170,Punjab Institute of Science Education & Research,Punjab,City_10,Government,Science (PCB),53.0,Autonomous,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0170.edu.in,+91-6673569045,www.coll0170.ac.in
COLL0171,Karnataka Institute of Science Education & Research,Karnataka,City_7,Government,Science (PCB),77.0,AICTE,"Cultural Center, Sports",Merit-based,Open,info@coll0171.edu.in,+91-4201110362,www.coll0171.ac.in
COLL0172,Haryana Institute of Science Education & Research,Haryana,City_36,Government,Science (PCB),82.5,NAAC Accredited,"Labs, Sports",,Closed,info@coll0172.edu.in,+91-7667289017,www.coll0172.ac.in
COLL0173,Telangana Institute of Science Education & Research,Telangana,City_2,Government,Science (PCB),59.5,UGC,"Library, WiFi, Hostel",Minority,Closed,info@coll0173.edu.in,+91-7445063393,www.coll0173.ac.in
COLL0174,Punjab Institute of Humanities Education & Research,Punjab,City_29,Government,Humanities,55.1,AICTE,"Cultural Center, Sports",,Upcoming,info@coll0174.edu.in,+91-7182945077,www.coll0174.ac.in
COLL0175,Bihar Institute of Commerce Education & Research,Bihar,City_50,Government Aided,Commerce,52.7,AICTE,"Library, WiFi, Hostel",Need-based,Open,info@coll0175.edu.in,+91-3719313606,www.coll0175.ac.in
COLL0176,Jharkhand Institute of Vocational Education & Research,Jharkhand,City_17,Central University,Vocational,63.7,State Board,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0176.edu.in,+91-8861552058,www.coll0176.ac.in
COLL0177,Gujarat Institute of Vocational Education & Research,Gujarat,City_20,Central University,Vocational,72.6,State Board,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0177.edu.in,+91-4832910282,www.coll0177.ac.in
COLL0178,Telangana Institute of Science Education & Research,Telangana,City_49,Government Aided,Science (PCM),58.7,Autonomous,"Library, WiFi, Hostel",,Closed,info@coll0178.edu.in,+91-6599047242,www.coll0178.ac.in
COLL0179,Delhi Institute for Advanced Commerce Studies,Delhi,City_37,Government,Commerce,61.8,State Board,"Hostel, Library, Labs",Minority,Upcoming,info@coll0179.edu.in,+91-6971346095,www.coll0179.ac.in
COLL0180,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_47,Government Aided,Vocational,61.6,State Board,"Library, WiFi, Hostel",Minority,Open,info@coll0180.edu.in,+91-1467133248,www.coll0180.ac.in
COLL0181,Telangana Institute of Science Education & Research,Telangana,City_11,Government,Science (PCM),65.8,State Board,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0181.edu.in,+91-7523703390,www.coll0181.ac.in
COLL0182,Odisha Institute of Humanities Education & Research,Odisha,City_44,Government,Humanities,63.6,State Board,"Hostel, Library, Labs",Minority,Upcoming,info@coll0182.edu.in,+91-6598895827,www.coll0182.ac.in
COLL0183,Odisha Institute of Science Education & Research,Odisha,City_34,Government Aided,Science (PCB),63.8,UGC,"Labs, Sports",,Upcoming,info@coll0183.edu.in,+91-7859264073,www.coll0183.ac.in
COLL0184,Tamil Institute of Science Education & Research,Tamil Nadu,City_11,Government,Science (PCB),64.9,Autonomous,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0184.edu.in,+91-1115953897,www.coll0184.ac.in
COLL0185,Karnataka Institute of Commerce Studies,Karnataka,City_4,Government,Commerce,71.9,Autonomous,"Labs, Sports",SC/ST,Open,info@coll0185.edu.in,+91-2443087427,www.coll0185.ac.in
COLL0186,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_19,Government Aided,Commerce,85.4,NAAC Accredited,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0186.edu.in,+91-3714164151,www.coll0186.ac.in
COLL0187,Punjab Institute of Science Education & Research,Punjab,City_5,Central University,Science (PCB),85.7,NAAC Accredited,"Library, WiFi, Hostel",,Upcoming,info@coll0187.edu.in,+91-3748377971,www.coll0187.ac.in
COLL0188,Kerala Institute of Humanities Education & Research,Kerala,City_16,Central University,Humanities,84.3,UGC,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0188.edu.in,+91-8530735004,www.coll0188.ac.in
COLL0189,Assam Institute for Advanced Humanities Studies,Assam,City_32,Government Aided,Humanities,68.1,AICTE,"Labs, Sports",,Closed,info@coll0189.edu.in,+91-2645071511,www.coll0189.ac.in
COLL0190,Kerala Institute of Commerce Education & Research,Kerala,City_49,Government,Commerce,65.9,State Board,"Cultural Center, Sports",Need-based,Upcoming,info@coll0190.edu.in,+91-6831925625,www.coll0190.ac.in
COLL0191,Karnataka Institute of Science Education & Research,Karnataka,City_39,Government,Science (PCB),45.7,Autonomous,"Hostel, Library, Labs",SC/ST,Closed,info@coll0191.edu.in,+91-4719885572,www.coll0191.ac.in
COLL0192,Bihar Institute of Vocational Education & Research,Bihar,City_45,Government Aided,Vocational,67.7,Autonomous,"Hostel, Library, Labs",Need-based,Closed,info@coll0192.edu.in,+91-4363109325,www.coll0192.ac.in
COLL0193,Delhi Institute for Advanced Humanities Studies,Delhi,City_17,Government,Humanities,63.3,State Board,"Digital Classrooms, Labs",SC/ST,Upcoming,info@coll0193.edu.in,+91-5006780551,www.coll0193.ac.in
COLL0194,Kerala Institute of Commerce Education & Research,Kerala,City_6,Government Aided,Commerce,89.4,NAAC Accredited,"Cultural Center, Sports",SC/ST,Open,info@coll0194.edu.in,+91-6496353005,www.coll0194.ac.in
COLL0195,Jharkhand Institute of Vocational Education & Research,Jharkhand,City_21,Government Aided,Vocational,89.6,NAAC Accredited,"Digital Classrooms, Labs",Merit-based,Open,info@coll0195.edu.in,+91-7327031847,www.coll0195.ac.in
COLL0196,Karnataka Institute of Vocational Education & Research,Karnataka,City_42,Central University,Vocational,53.2,AICTE,"Digital Classrooms, Labs",SC/ST,Open,info@coll0196.edu.in,+91-9218568542,www.coll0196.ac.in
COLL0197,Odisha Institute of Science Education & Research,Odisha,City_49,Government,Science (PCM),86.6,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0197.edu.in,+91-8336811484,www.coll0197.ac.in
COLL0198,Andhra Institute of Vocational Studies,Andhra Pradesh,City_48,Central University,Vocational,57.1,AICTE,"Library, WiFi, Hostel",,Closed,info@coll0198.edu.in,+91-3836165552,www.coll0198.ac.in
COLL0199,Telangana Institute of Commerce Education & Research,Telangana,City_7,Government,Commerce,82.2,Autonomous,"Hostel, Library, Labs",Need-based,Open,info@coll0199.edu.in,+91-9455993365,www.coll0199.ac.in
COLL0200,Andhra Institute of Science Education & Research,Andhra Pradesh,City_1,Government,Science (PCM),58.7,AICTE,"Cultural Center, Sports",Need-based,Closed,info@coll0200.edu.in,+91-3463379189,www.coll0200.ac.in
COLL0201,Maharashtra Institute for Advanced Humanities Studies,Maharashtra,City_47,Government,Humanities,61.1,State Board,"Library, WiFi, Hostel",Need-based,Closed,info@coll0201.edu.in,+91-8288934181,www.coll0201.ac.in
COLL0202,Gujarat Institute of Vocational Education & Research,Gujarat,City_25,Central University,Vocational,52.4,Autonomous,"Labs, Sports",,Upcoming,info@coll0202.edu.in,+91-2019318469,www.coll0202.ac.in
COLL0203,Gujarat Institute of Commerce Studies,Gujarat,City_16,Government Aided,Commerce,77.8,AICTE,"Digital Classrooms, Labs",Minority,Closed,info@coll0203.edu.in,+91-1627627991,www.coll0203.ac.in
COLL0204,Kerala Institute for Advanced Vocational Studies,Kerala,City_41,Government Aided,Vocational,95.0,State Board,"Cultural Center, Sports",Need-based,Open,info@coll0204.edu.in,+91-6866526288,www.coll0204.ac.in
COLL0205,Delhi Institute of Humanities Education & Research,Delhi,City_38,Government,Humanities,64.2,AICTE,"Hostel, Library, Labs",Need-based,Upcoming,info@coll0205.edu.in,+91-3316711043,www.coll0205.ac.in
COLL0206,Kerala Institute of Vocational Education & Research,Kerala,City_27,Government,Vocational,65.9,UGC,"Hostel, Library, Labs",Need-based,Open,info@coll0206.edu.in,+91-3965833280,www.coll0206.ac.in
COLL0207,Haryana Institute for Advanced Commerce Studies,Haryana,City_43,Government,Commerce,64.8,AICTE,"Labs, Sports",Merit-based,Open,info@coll0207.edu.in,+91-5238773996,www.coll0207.ac.in
COLL0208,Assam Institute for Advanced Commerce Studies,Assam,City_8,Government,Commerce,65.8,NAAC Accredited,"Hostel, Library, Labs",Minority,Closed,info@coll0208.edu.in,+91-9826937030,www.coll0208.ac.in
COLL0209,Telangana Institute of Science Education & Research,Telangana,City_34,Government,Science (PCM),62.3,NAAC Accredited,"Digital Classrooms, Labs",Merit-based,Open,info@coll0209.edu.in,+91-1456151056,www.coll0209.ac.in
COLL0210,Telangana Institute of Science Education & Research,Telangana,City_11,Government,Science (PCB),61.1,AICTE,"Library, WiFi, Hostel",SC/ST,Open,info@coll0210.edu.in,+91-4562666420,www.coll0210.ac.in
COLL0211,Madhya Institute of Vocational Education & Research,Madhya Pradesh,City_35,Government,Vocational,78.1,AICTE,"Cultural Center, Sports",,Closed,info@coll0211.edu.in,+91-3906047187,www.coll0211.ac.in
COLL0212,Andhra Institute for Advanced Humanities Studies,Andhra Pradesh,City_11,Government,Humanities,76.3,NAAC Accredited,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0212.edu.in,+91-1250006312,www.coll0212.ac.in
COLL0213,Haryana Institute of Science Education & Research,Haryana,City_15,Government,Science (PCB),58.2,AICTE,"Hostel, Library, Labs",Merit-based,Open,info@coll0213.edu.in,+91-3359423962,www.coll0213.ac.in
COLL0214,Andhra Institute for Advanced Vocational Studies,Andhra Pradesh,City_28,Government Aided,Vocational,57.9,Autonomous,"Hostel, Library, Labs",,Open,info@coll0214.edu.in,+91-6941527771,www.coll0214.ac.in
COLL0215,West Institute of Commerce Studies,West Bengal,City_39,Government,Commerce,75.6,NAAC Accredited,"Digital Classrooms, Labs",,Closed,info@coll0215.edu.in,+91-9450951056,www.coll0215.ac.in
COLL0216,Haryana Institute of Science Education & Research,Haryana,City_19,Government,Science (PCB),76.9,AICTE,"Hostel, Library, Labs",SC/ST,Open,info@coll0216.edu.in,+91-9701799041,www.coll0216.ac.in
COLL0217,Haryana Institute of Science Education & Research,Haryana,City_38,Government,Science (PCB),64.0,State Board,"Digital Classrooms, Labs",SC/ST,Open,info@coll0217.edu.in,+91-5952129049,www.coll0217.ac.in
COLL0218,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_12,Government,Science (PCM),50.4,AICTE,"Cultural Center, Sports",Need-based,Open,info@coll0218.edu.in,+91-9103861404,www.coll0218.ac.in
